loc,vg,evg,ivg,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
6.0,1.0,1.0,1.0,25.0,83.05,0.25,4.0,20.76,332.19,0.03,18.46,6.0,0.0,0.0,1.0,4.0,6.0,13.0,12.0,1.0,0
11.0,1.0,1.0,1.0,86.0,421.99,0.08,13.0,32.46,5485.9,0.14,304.77,11.0,1.0,0.0,2.0,12.0,18.0,47.0,39.0,1.0,0
42.0,7.0,1.0,7.0,156.0,880.44,0.04,24.62,35.76,21677.08,0.29,1204.28,42.0,7.0,0.0,14.0,21.0,29.0,88.0,68.0,9.0,0
21.0,5.0,3.0,4.0,53.0,246.12,0.07,15.0,16.41,3691.87,0.08,205.1,21.0,5.0,0.0,9.0,15.0,10.0,33.0,20.0,9.0,0
21.0,7.0,6.0,3.0,70.0,325.07,0.06,16.25,20.0,5282.39,0.11,293.47,21.0,0.0,0.0,1.0,13.0,12.0,40.0,30.0,13.0,0
0.0,2.0,1.0,1.0,12.0,38.04,0.25,4.0,9.51,152.16,0.01,8.45,0.0,0.0,0.0,0.0,6.0,3.0,8.0,4.0,3.0,0
36.0,15.0,1.0,8.0,193.0,1094.78,0.04,27.02,40.52,29576.11,0.36,1643.12,36.0,5.0,0.0,4.0,19.0,32.0,102.0,91.0,29.0,0
37.0,8.0,3.0,7.0,250.0,1561.98,0.04,24.23,64.45,37848.02,0.52,2102.67,37.0,5.0,0.0,18.0,24.0,52.0,145.0,105.0,15.0,0
12.0,4.0,1.0,2.0,55.0,272.48,0.12,8.31,32.81,2263.1,0.09,125.73,10.0,1.0,2.0,3.0,13.0,18.0,32.0,23.0,7.0,0
21.0,6.0,4.0,4.0,80.0,419.83,0.06,15.5,27.09,6507.43,0.14,361.52,19.0,0.0,2.0,7.0,19.0,19.0,49.0,31.0,10.0,0
10.0,1.0,1.0,1.0,40.0,166.8,0.27,3.65,45.65,609.45,0.06,33.86,8.0,3.0,2.0,2.0,5.0,13.0,21.0,19.0,1.0,0
13.0,1.0,1.0,1.0,49.0,218.51,0.23,4.31,50.67,942.33,0.07,52.35,11.0,15.0,2.0,9.0,6.0,16.0,26.0,23.0,1.0,0
23.0,5.0,1.0,5.0,76.0,365.36,0.07,13.43,27.2,4907.99,0.12,272.67,23.0,7.0,0.0,10.0,13.0,15.0,45.0,31.0,9.0,0
77.0,11.0,5.0,3.0,153.0,863.51,0.05,19.55,44.17,16883.11,0.29,937.95,62.0,12.0,15.0,15.0,21.0,29.0,99.0,54.0,21.0,0
4.0,1.0,1.0,1.0,17.0,53.89,0.31,3.2,16.84,172.44,0.02,9.58,4.0,0.0,0.0,0.0,4.0,5.0,9.0,8.0,1.0,0
4.0,1.0,1.0,1.0,11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,4.0,0.0,0.0,0.0,5.0,4.0,6.0,5.0,1.0,0
9.0,1.0,1.0,1.0,31.0,114.71,0.05,21.67,5.29,2485.46,0.04,138.08,9.0,0.0,0.0,2.0,10.0,3.0,18.0,13.0,1.0,0
0.0,2.0,1.0,1.0,12.0,38.04,0.25,4.0,9.51,152.16,0.01,8.45,0.0,0.0,0.0,0.0,6.0,3.0,8.0,4.0,3.0,0
21.0,9.0,4.0,7.0,94.0,470.0,0.04,23.8,19.75,11186.0,0.16,621.44,18.0,0.0,3.0,2.0,17.0,15.0,52.0,42.0,15.0,0
41.0,9.0,3.0,8.0,290.0,1833.36,0.04,26.36,69.56,48322.11,0.61,2684.56,41.0,7.0,0.0,19.0,24.0,56.0,167.0,123.0,17.0,0
46.0,9.0,1.0,2.0,161.0,908.66,0.04,25.98,34.97,23608.35,0.3,1311.58,45.0,7.0,1.0,21.0,23.0,27.0,100.0,61.0,10.0,0
4.0,1.0,1.0,1.0,15.0,51.89,0.28,3.6,14.41,186.81,0.02,10.38,4.0,0.0,0.0,3.0,6.0,5.0,9.0,6.0,1.0,0
3.0,1.0,1.0,1.0,10.0,31.7,0.29,3.5,9.06,110.95,0.01,6.16,3.0,0.0,0.0,0.0,7.0,2.0,8.0,2.0,1.0,0
12.0,2.0,1.0,1.0,27.0,112.59,0.16,6.25,18.01,703.67,0.04,39.09,12.0,0.0,0.0,2.0,10.0,8.0,17.0,10.0,3.0,0
40.0,9.0,1.0,5.0,247.0,1492.97,0.03,33.54,44.52,50068.96,0.5,2781.61,40.0,3.0,0.0,16.0,25.0,41.0,137.0,110.0,17.0,0
9.0,4.0,1.0,4.0,27.0,108.0,0.18,5.5,19.64,594.0,0.04,33.0,9.0,1.0,0.0,4.0,8.0,8.0,16.0,11.0,7.0,0
12.0,2.0,1.0,2.0,23.0,94.01,0.25,4.0,23.5,376.05,0.03,20.89,12.0,3.0,0.0,2.0,8.0,9.0,14.0,9.0,3.0,0
3.0,1.0,1.0,1.0,12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,3.0,0.0,0.0,0.0,7.0,3.0,8.0,4.0,1.0,0
103.0,19.0,6.0,7.0,716.0,4670.87,0.02,43.99,106.19,205454.31,1.56,11414.13,101.0,37.0,2.0,31.0,19.0,73.0,378.0,338.0,37.0,0
5.0,2.0,1.0,2.0,20.0,78.14,0.18,5.71,13.67,446.5,0.03,24.81,5.0,0.0,0.0,1.0,8.0,7.0,10.0,10.0,3.0,0
16.0,4.0,3.0,3.0,69.0,351.03,0.1,9.9,35.44,3476.92,0.12,193.16,16.0,2.0,0.0,2.0,13.0,21.0,37.0,32.0,7.0,0
0.0,2.0,1.0,1.0,12.0,39.86,0.33,3.0,13.29,119.59,0.01,6.64,0.0,0.0,0.0,0.0,6.0,4.0,8.0,4.0,3.0,0
8.0,3.0,1.0,3.0,31.0,133.98,0.17,6.0,22.33,803.88,0.04,44.66,8.0,0.0,0.0,1.0,10.0,10.0,19.0,12.0,5.0,0
77.0,14.0,6.0,10.0,555.0,3763.65,0.02,45.0,83.64,169364.46,1.25,9409.14,77.0,9.0,0.0,25.0,30.0,80.0,315.0,240.0,27.0,0
8.0,1.0,1.0,1.0,31.0,124.0,0.5,2.0,62.0,248.0,0.04,13.78,8.0,0.0,0.0,1.0,4.0,12.0,19.0,12.0,1.0,0
15.0,3.0,1.0,2.0,51.0,233.83,0.09,10.58,22.11,2473.23,0.08,137.4,13.0,3.0,2.0,6.0,11.0,13.0,26.0,25.0,5.0,0
5.0,1.0,1.0,1.0,12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,5.0,0.0,0.0,2.0,7.0,3.0,8.0,4.0,1.0,0
12.0,3.0,3.0,1.0,32.0,135.93,0.12,8.25,16.48,1121.45,0.05,62.3,12.0,4.0,0.0,4.0,11.0,8.0,20.0,12.0,5.0,0
44.0,11.0,3.0,8.0,324.0,2098.14,0.03,31.21,67.22,65489.41,0.7,3638.3,44.0,5.0,0.0,19.0,28.0,61.0,188.0,136.0,21.0,0
4.0,1.0,1.0,1.0,20.0,71.7,0.25,4.0,17.92,286.8,0.02,15.93,4.0,2.0,0.0,2.0,6.0,6.0,12.0,8.0,1.0,0
15.0,3.0,1.0,3.0,41.0,174.17,0.09,11.0,15.83,1915.82,0.06,106.43,14.0,1.0,1.0,5.0,11.0,8.0,25.0,16.0,5.0,0
52.0,4.0,1.0,1.0,224.0,1312.19,0.05,19.73,66.5,25890.47,0.44,1438.36,41.0,29.0,11.0,24.0,19.0,39.0,143.0,81.0,7.0,0
4.0,1.0,1.0,1.0,8.0,22.46,0.4,2.5,8.98,56.15,0.01,3.12,4.0,0.0,0.0,0.0,5.0,2.0,6.0,2.0,1.0,0
12.0,3.0,1.0,3.0,64.0,317.07,0.06,16.0,19.82,5073.1,0.11,281.84,12.0,0.0,0.0,1.0,16.0,15.0,34.0,30.0,5.0,0
7.0,3.0,3.0,3.0,24.0,98.1,0.2,5.06,19.38,496.63,0.03,27.59,7.0,1.0,0.0,1.0,9.0,8.0,15.0,9.0,5.0,0
8.0,2.0,1.0,2.0,29.0,116.0,0.1,10.0,11.6,1160.0,0.04,64.44,8.0,0.0,0.0,2.0,10.0,6.0,17.0,12.0,3.0,0
28.0,5.0,3.0,4.0,102.0,535.29,0.04,24.44,21.9,13084.83,0.18,726.94,28.0,0.0,0.0,6.0,20.0,18.0,58.0,44.0,9.0,0
155.0,26.0,17.0,11.0,604.0,4287.21,0.02,44.73,95.85,191759.06,1.43,10653.28,143.0,7.0,12.0,101.0,34.0,103.0,333.0,271.0,46.0,0
9.0,2.0,1.0,2.0,37.0,165.0,0.14,7.08,23.29,1168.74,0.05,64.93,9.0,2.0,0.0,4.0,10.0,12.0,20.0,17.0,3.0,0
3.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,0
31.0,3.0,1.0,1.0,252.0,1517.64,0.06,17.4,87.22,26406.88,0.51,1467.05,31.0,27.0,0.0,12.0,15.0,50.0,136.0,116.0,5.0,0
3.0,1.0,1.0,1.0,10.0,31.7,0.29,3.5,9.06,110.95,0.01,6.16,3.0,0.0,0.0,0.0,7.0,2.0,8.0,2.0,1.0,0
49.0,10.0,3.0,10.0,326.0,2094.96,0.04,25.56,81.98,53537.93,0.7,2974.33,49.0,8.0,0.0,19.0,23.0,63.0,186.0,140.0,19.0,0
37.0,6.0,1.0,2.0,97.0,541.74,0.07,13.93,38.89,7545.68,0.18,419.2,37.0,0.0,0.0,4.0,20.0,28.0,58.0,39.0,11.0,0
15.0,2.0,1.0,2.0,60.0,275.1,0.14,6.9,39.87,1898.17,0.09,105.45,13.0,7.0,2.0,5.0,9.0,15.0,37.0,23.0,3.0,0
18.0,1.0,1.0,1.0,84.0,416.15,0.11,9.05,46.0,3765.19,0.14,209.18,18.0,2.0,0.0,8.0,10.0,21.0,46.0,38.0,1.0,0
144.0,36.0,1.0,17.0,1070.0,7270.02,0.01,87.53,83.06,636348.83,2.42,35352.71,102.0,24.0,42.0,62.0,29.0,82.0,575.0,495.0,71.0,0
39.0,8.0,1.0,8.0,175.0,977.37,0.04,24.9,39.25,24336.47,0.33,1352.03,39.0,3.0,0.0,5.0,18.0,30.0,92.0,83.0,15.0,0
19.0,8.0,8.0,8.0,85.0,428.77,0.05,18.35,23.36,7869.25,0.14,437.18,19.0,1.0,0.0,1.0,16.0,17.0,46.0,39.0,15.0,0
13.0,2.0,1.0,1.0,43.0,188.87,0.14,7.13,26.51,1345.7,0.06,74.76,13.0,0.0,0.0,1.0,9.0,12.0,24.0,19.0,3.0,0
89.0,34.0,17.0,15.0,470.0,3199.46,0.02,53.33,59.99,170637.7,1.07,9479.87,87.0,0.0,2.0,12.0,40.0,72.0,278.0,192.0,55.0,0
70.0,20.0,1.0,19.0,213.0,1346.57,0.04,25.62,52.55,34502.44,0.45,1916.8,70.0,0.0,0.0,24.0,31.0,49.0,132.0,81.0,22.0,0
21.0,3.0,1.0,3.0,64.0,322.84,0.1,9.95,32.45,3211.42,0.11,178.41,21.0,1.0,0.0,3.0,14.0,19.0,37.0,27.0,4.0,0
8.0,1.0,1.0,1.0,19.0,60.23,0.67,1.5,40.15,90.34,0.02,5.02,8.0,0.0,0.0,1.0,3.0,6.0,13.0,6.0,1.0,0
40.0,6.0,3.0,6.0,273.0,1735.61,0.03,31.11,55.79,53996.81,0.58,2999.82,40.0,7.0,0.0,18.0,28.0,54.0,153.0,120.0,11.0,0
48.0,3.0,1.0,1.0,284.0,1815.42,0.07,15.11,120.16,27428.6,0.61,1523.81,46.0,8.0,2.0,13.0,15.0,69.0,145.0,139.0,5.0,0
31.0,3.0,1.0,1.0,252.0,1517.64,0.06,17.4,87.22,26406.88,0.51,1467.05,31.0,27.0,0.0,11.0,15.0,50.0,136.0,116.0,5.0,0
78.0,12.0,1.0,10.0,281.0,1728.08,0.03,39.72,43.51,68640.9,0.58,3813.38,76.0,3.0,2.0,16.0,28.0,43.0,159.0,122.0,19.0,0
5.0,1.0,1.0,1.0,12.0,39.86,0.21,4.67,8.54,186.03,0.01,10.33,5.0,0.0,0.0,2.0,7.0,3.0,8.0,4.0,1.0,0
46.0,10.0,3.0,9.0,335.0,2174.77,0.04,27.5,79.08,59806.2,0.72,3322.57,46.0,7.0,0.0,20.0,25.0,65.0,192.0,143.0,19.0,0
5.0,2.0,1.0,2.0,21.0,85.84,0.13,7.86,10.92,674.43,0.03,37.47,5.0,0.0,0.0,4.0,10.0,7.0,10.0,11.0,3.0,0
69.0,13.0,7.0,8.0,378.0,2441.67,0.04,26.83,90.99,65518.01,0.81,3639.89,68.0,34.0,1.0,26.0,22.0,66.0,217.0,161.0,25.0,0
54.0,7.0,1.0,6.0,154.0,894.33,0.05,20.71,43.19,18517.95,0.3,1028.77,52.0,12.0,2.0,12.0,22.0,34.0,90.0,64.0,12.0,0
54.0,5.0,1.0,1.0,507.0,3543.26,0.04,23.87,148.42,84587.05,1.18,4699.28,54.0,2.0,0.0,19.0,21.0,106.0,266.0,241.0,9.0,0
141.0,36.0,1.0,17.0,1056.0,7133.16,0.01,89.75,79.48,640223.79,2.38,35567.99,99.0,24.0,42.0,56.0,29.0,79.0,567.0,489.0,71.0,0
21.0,5.0,5.0,3.0,111.0,582.52,0.04,24.0,24.27,13980.48,0.19,776.69,21.0,0.0,0.0,1.0,19.0,19.0,63.0,48.0,9.0,0
13.0,3.0,1.0,3.0,45.0,200.67,0.1,10.5,19.11,2107.08,0.07,117.06,13.0,1.0,0.0,1.0,11.0,11.0,24.0,21.0,5.0,0
7.0,3.0,1.0,1.0,29.0,113.3,0.1,9.75,11.62,1104.67,0.04,61.37,7.0,0.0,0.0,1.0,9.0,6.0,16.0,13.0,5.0,0
10.0,1.0,1.0,1.0,32.0,130.8,0.26,3.82,34.26,499.41,0.04,27.75,10.0,0.0,0.0,3.0,6.0,11.0,18.0,14.0,1.0,0
41.0,2.0,1.0,2.0,343.0,2149.51,0.04,28.31,75.92,60857.94,0.72,3381.0,41.0,12.0,0.0,14.0,21.0,56.0,192.0,151.0,3.0,0
42.0,6.0,1.0,6.0,221.0,1401.11,0.12,8.26,169.61,11574.36,0.47,643.02,37.0,10.0,5.0,5.0,12.0,69.0,126.0,95.0,11.0,0
16.0,7.0,7.0,3.0,97.0,426.05,0.05,22.0,19.37,9373.21,0.14,520.73,16.0,2.0,0.0,8.0,11.0,10.0,57.0,40.0,13.0,0
28.0,7.0,5.0,7.0,125.0,694.32,0.06,15.87,43.76,11016.6,0.23,612.03,28.0,7.0,0.0,8.0,17.0,30.0,69.0,56.0,13.0,0
31.0,3.0,1.0,1.0,252.0,1517.64,0.06,17.4,87.22,26406.88,0.51,1467.05,31.0,27.0,0.0,12.0,15.0,50.0,136.0,116.0,5.0,0
5.0,2.0,1.0,2.0,24.0,101.95,0.11,9.43,10.81,961.25,0.03,53.4,5.0,0.0,0.0,2.0,12.0,7.0,13.0,11.0,3.0,0
8.0,1.0,1.0,1.0,25.0,97.67,0.18,5.71,17.09,558.13,0.03,31.01,8.0,0.0,0.0,2.0,8.0,7.0,15.0,10.0,1.0,0
32.0,4.0,1.0,4.0,102.0,556.86,0.07,13.54,41.14,7538.26,0.19,418.79,31.0,12.0,1.0,6.0,17.0,27.0,59.0,43.0,7.0,0
83.0,15.0,5.0,6.0,558.0,3537.64,0.02,40.15,88.12,142018.98,1.18,7889.94,83.0,34.0,0.0,24.0,19.0,62.0,296.0,262.0,29.0,0
4.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,4.0,0.0,0.0,5.0,3.0,3.0,5.0,3.0,1.0,0
39.0,8.0,5.0,8.0,134.0,767.54,0.05,18.7,41.04,14355.42,0.26,797.52,37.0,0.0,2.0,2.0,21.0,32.0,77.0,57.0,13.0,0
9.0,3.0,1.0,2.0,37.0,157.17,0.07,14.57,10.79,2290.24,0.05,127.24,9.0,1.0,0.0,1.0,12.0,7.0,20.0,17.0,5.0,0
5.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,5.0,0.0,0.0,0.0,4.0,4.0,7.0,6.0,1.0,0
3.0,3.0,1.0,2.0,32.0,135.93,0.11,8.89,15.29,1208.3,0.05,67.13,3.0,0.0,0.0,0.0,10.0,9.0,16.0,16.0,5.0,0
9.0,1.0,1.0,1.0,65.0,322.02,0.11,9.16,35.16,2949.05,0.11,163.84,9.0,2.0,0.0,5.0,12.0,19.0,36.0,29.0,1.0,0
31.0,7.0,5.0,4.0,125.0,660.68,0.03,32.08,20.59,21196.67,0.22,1177.59,28.0,19.0,3.0,14.0,21.0,18.0,70.0,55.0,13.0,0
37.0,14.0,5.0,1.0,174.0,817.88,0.03,29.7,27.54,24290.93,0.27,1349.5,36.0,20.0,1.0,16.0,11.0,15.0,93.0,81.0,27.0,0
50.0,10.0,5.0,7.0,351.0,2300.66,0.03,32.88,69.97,75642.93,0.77,4202.39,50.0,19.0,0.0,22.0,28.0,66.0,196.0,155.0,19.0,0
13.0,1.0,1.0,1.0,70.0,312.16,0.1,10.38,30.06,3241.66,0.1,180.09,13.0,0.0,0.0,6.0,9.0,13.0,40.0,30.0,1.0,0
76.0,8.0,1.0,4.0,473.0,2946.23,0.04,26.51,111.14,78099.28,0.98,4338.85,76.0,13.0,0.0,48.0,14.0,61.0,242.0,231.0,15.0,0
31.0,3.0,1.0,1.0,252.0,1517.64,0.06,17.4,87.22,26406.88,0.51,1467.05,31.0,27.0,0.0,11.0,15.0,50.0,136.0,116.0,5.0,0
79.0,23.0,1.0,22.0,243.0,1569.64,0.03,28.96,54.19,45461.48,0.52,2525.64,79.0,0.0,0.0,27.0,34.0,54.0,151.0,92.0,25.0,0
12.0,2.0,1.0,2.0,42.0,201.91,0.13,7.5,26.92,1514.32,0.07,84.13,11.0,1.0,1.0,4.0,12.0,16.0,22.0,20.0,3.0,0
5.0,1.0,1.0,1.0,8.0,20.68,0.5,2.0,10.34,41.36,0.01,2.3,5.0,0.0,0.0,1.0,4.0,2.0,6.0,2.0,1.0,0
44.0,6.0,1.0,3.0,182.0,1052.21,0.05,22.17,47.47,23323.93,0.35,1295.77,43.0,27.0,1.0,11.0,19.0,36.0,98.0,84.0,11.0,0
7.0,2.0,1.0,2.0,20.0,76.15,0.2,5.0,15.23,380.74,0.03,21.15,7.0,2.0,0.0,1.0,7.0,7.0,10.0,10.0,3.0,0
8.0,2.0,1.0,2.0,33.0,149.28,0.1,10.4,14.35,1552.49,0.05,86.25,8.0,0.0,0.0,1.0,13.0,10.0,17.0,16.0,3.0,0
14.0,5.0,3.0,3.0,56.0,280.0,0.1,10.11,27.69,2831.11,0.09,157.28,14.0,1.0,0.0,1.0,14.0,18.0,30.0,26.0,9.0,0
4.0,3.0,3.0,3.0,23.0,85.11,0.15,6.75,12.61,574.49,0.03,31.92,4.0,0.0,0.0,0.0,9.0,4.0,17.0,6.0,5.0,0
88.0,36.0,15.0,24.0,516.0,3538.72,0.03,29.92,118.25,105895.19,1.18,5883.07,84.0,1.0,4.0,13.0,23.0,93.0,274.0,242.0,71.0,0
31.0,7.0,5.0,4.0,125.0,669.69,0.03,28.88,23.19,19337.41,0.22,1074.3,26.0,19.0,5.0,19.0,21.0,20.0,70.0,55.0,13.0,0
40.0,7.0,3.0,6.0,167.0,969.83,0.06,17.53,55.34,16997.52,0.32,944.31,40.0,16.0,0.0,20.0,18.0,38.0,93.0,74.0,13.0,0
11.0,4.0,1.0,2.0,52.0,244.42,0.07,14.0,17.46,3421.92,0.08,190.11,9.0,0.0,2.0,5.0,14.0,12.0,28.0,24.0,7.0,0
21.0,6.0,5.0,6.0,110.0,585.41,0.07,15.0,39.03,8781.18,0.2,487.84,21.0,7.0,0.0,9.0,15.0,25.0,60.0,50.0,11.0,0
28.0,7.0,5.0,7.0,125.0,694.32,0.06,15.87,43.76,11016.6,0.23,612.03,28.0,7.0,0.0,8.0,17.0,30.0,69.0,56.0,13.0,0
50.0,3.0,1.0,2.0,440.0,2856.42,0.04,28.0,102.01,79979.63,0.95,4443.31,50.0,13.0,0.0,17.0,20.0,70.0,244.0,196.0,5.0,0
9.0,1.0,1.0,1.0,64.0,276.6,0.17,6.0,46.1,1659.62,0.09,92.2,9.0,9.0,0.0,7.0,6.0,14.0,36.0,28.0,1.0,0
33.0,6.0,5.0,4.0,108.0,609.54,0.11,9.14,66.7,5570.49,0.2,309.47,33.0,4.0,0.0,8.0,14.0,36.0,61.0,47.0,11.0,0
21.0,2.0,1.0,2.0,99.0,515.74,0.07,14.48,35.63,7465.89,0.17,414.77,21.0,3.0,0.0,8.0,16.0,21.0,61.0,38.0,3.0,0
106.0,48.0,1.0,2.0,1007.0,5430.06,0.01,115.43,47.04,626797.86,1.81,34822.1,103.0,0.0,3.0,1.0,13.0,29.0,492.0,515.0,95.0,0
6.0,2.0,1.0,1.0,21.0,77.71,0.07,15.0,5.18,1165.64,0.03,64.76,6.0,1.0,0.0,0.0,10.0,3.0,12.0,9.0,3.0,0
12.0,4.0,1.0,1.0,48.0,220.08,0.1,10.05,21.91,2210.79,0.07,122.82,12.0,0.0,0.0,1.0,13.0,11.0,31.0,17.0,7.0,0
6.0,1.0,1.0,1.0,10.0,30.0,0.22,4.5,6.67,135.0,0.01,7.5,6.0,0.0,0.0,2.0,6.0,2.0,7.0,3.0,1.0,0
50.0,20.0,12.0,7.0,307.0,1813.42,0.01,70.29,25.8,127457.2,0.6,7080.96,50.0,6.0,0.0,4.0,32.0,28.0,184.0,123.0,37.0,0
31.0,7.0,5.0,4.0,125.0,665.24,0.03,30.39,21.89,20219.83,0.22,1123.32,27.0,21.0,4.0,19.0,21.0,19.0,70.0,55.0,13.0,0
49.0,1.0,1.0,1.0,283.0,1628.63,0.18,5.64,288.76,9185.49,0.54,510.31,46.0,4.0,3.0,5.0,4.0,50.0,142.0,141.0,1.0,0
55.0,15.0,1.0,14.0,159.0,957.56,0.05,19.67,48.69,18831.94,0.32,1046.22,55.0,0.0,0.0,19.0,26.0,39.0,100.0,59.0,17.0,0
21.0,6.0,5.0,6.0,109.0,576.11,0.07,14.0,41.15,8065.52,0.19,448.08,21.0,7.0,0.0,9.0,14.0,25.0,59.0,50.0,11.0,0
76.0,8.0,1.0,4.0,473.0,2946.23,0.04,26.51,111.14,78099.28,0.98,4338.85,76.0,13.0,0.0,48.0,14.0,61.0,242.0,231.0,15.0,0
29.0,1.0,1.0,1.0,184.0,1112.17,0.09,10.79,103.05,12003.03,0.37,666.83,29.0,2.0,0.0,8.0,13.0,53.0,96.0,88.0,1.0,0
34.0,5.0,1.0,5.0,100.0,542.63,0.08,13.04,41.62,7074.24,0.18,393.01,34.0,3.0,0.0,7.0,16.0,27.0,56.0,44.0,7.0,0
16.0,4.0,1.0,3.0,59.0,283.63,0.07,13.5,21.01,3829.06,0.09,212.73,16.0,3.0,0.0,0.0,14.0,14.0,32.0,27.0,7.0,0
5.0,2.0,1.0,1.0,19.0,68.11,0.24,4.2,16.21,286.08,0.02,15.89,5.0,0.0,0.0,0.0,7.0,5.0,13.0,6.0,3.0,0
20.0,10.0,1.0,6.0,113.0,601.38,0.05,22.09,27.22,13284.98,0.2,738.05,20.0,0.0,0.0,5.0,18.0,22.0,59.0,54.0,19.0,0
9.0,2.0,1.0,2.0,38.0,158.46,0.14,7.2,22.01,1140.89,0.05,63.38,9.0,1.0,0.0,3.0,8.0,10.0,20.0,18.0,3.0,0
10.0,4.0,1.0,1.0,37.0,154.29,0.05,22.1,6.98,3409.75,0.05,189.43,10.0,0.0,0.0,5.0,13.0,5.0,20.0,17.0,7.0,0
13.0,2.0,1.0,1.0,75.0,324.14,0.08,12.33,26.28,3997.78,0.11,222.1,12.0,1.0,1.0,2.0,8.0,12.0,38.0,37.0,3.0,0
40.0,3.0,1.0,2.0,334.0,2099.32,0.04,28.18,74.49,59167.8,0.7,3287.1,39.0,8.0,1.0,15.0,21.0,57.0,181.0,153.0,5.0,0
5.0,1.0,1.0,1.0,17.0,62.91,0.24,4.08,15.41,256.87,0.02,14.27,5.0,9.0,0.0,3.0,7.0,6.0,10.0,7.0,1.0,0
21.0,6.0,5.0,6.0,110.0,585.41,0.07,15.0,39.03,8781.18,0.2,487.84,21.0,7.0,0.0,9.0,15.0,25.0,60.0,50.0,11.0,0
9.0,1.0,1.0,1.0,62.0,301.19,0.09,10.56,28.52,3181.37,0.1,176.74,9.0,1.0,0.0,5.0,13.0,16.0,36.0,26.0,1.0,0
23.0,1.0,1.0,1.0,85.0,394.73,0.35,2.86,137.84,1130.36,0.13,62.8,23.0,0.0,0.0,2.0,3.0,22.0,43.0,42.0,1.0,0
12.0,2.0,1.0,1.0,47.0,183.62,0.14,7.33,25.04,1346.57,0.06,74.81,11.0,2.0,1.0,3.0,6.0,9.0,25.0,22.0,3.0,0
36.0,5.0,1.0,5.0,115.0,631.56,0.07,14.07,44.89,8885.44,0.21,493.64,36.0,3.0,0.0,7.0,16.0,29.0,64.0,51.0,7.0,0
54.0,11.0,1.0,7.0,214.0,1284.0,0.04,27.6,46.52,35438.4,0.43,1968.8,54.0,7.0,0.0,17.0,24.0,40.0,122.0,92.0,15.0,0
6.0,2.0,1.0,2.0,11.0,33.0,0.5,2.0,16.5,66.0,0.01,3.67,6.0,0.0,0.0,2.0,4.0,4.0,7.0,4.0,3.0,0
152.0,53.0,1.0,43.0,2134.0,15811.64,0.0,270.66,58.42,4279633.01,5.27,237757.4,152.0,0.0,0.0,14.0,66.0,104.0,1281.0,853.0,72.0,0
20.0,7.0,4.0,3.0,127.0,689.14,0.05,20.52,33.58,14141.06,0.23,785.61,20.0,0.0,0.0,1.0,18.0,25.0,70.0,57.0,13.0,0
23.0,1.0,1.0,1.0,218.0,1080.01,0.06,17.04,63.37,18407.21,0.36,1022.62,23.0,7.0,0.0,9.0,8.0,23.0,120.0,98.0,1.0,0
49.0,6.0,3.0,4.0,254.0,1535.28,0.03,31.02,49.49,47629.26,0.51,2646.07,49.0,30.0,0.0,20.0,23.0,43.0,138.0,116.0,11.0,0
21.0,6.0,5.0,6.0,109.0,576.11,0.07,14.0,41.15,8065.52,0.19,448.08,21.0,7.0,0.0,9.0,14.0,25.0,59.0,50.0,11.0,0
16.0,2.0,1.0,2.0,73.0,347.11,0.14,7.37,47.11,2557.63,0.12,142.09,16.0,0.0,0.0,8.0,8.0,19.0,38.0,35.0,3.0,0
22.0,4.0,1.0,4.0,73.0,365.0,0.07,14.0,26.07,5110.0,0.12,283.89,21.0,3.0,1.0,8.0,16.0,16.0,45.0,28.0,5.0,0
42.0,5.0,1.0,5.0,146.0,858.87,0.07,14.05,61.13,12066.02,0.29,670.33,37.0,22.0,5.0,16.0,18.0,41.0,82.0,64.0,9.0,0
18.0,1.0,1.0,1.0,123.0,584.85,0.19,5.3,110.26,3102.25,0.19,172.35,18.0,5.0,0.0,5.0,4.0,23.0,62.0,61.0,1.0,0
16.0,6.0,1.0,1.0,74.0,325.03,0.06,16.82,19.33,5466.44,0.11,303.69,16.0,0.0,0.0,3.0,10.0,11.0,37.0,37.0,11.0,0
4.0,2.0,1.0,2.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,4.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,3.0,0
51.0,12.0,10.0,9.0,272.0,1644.08,0.03,29.75,55.26,48911.24,0.55,2717.29,50.0,1.0,1.0,5.0,22.0,44.0,153.0,119.0,23.0,0
60.0,13.0,12.0,2.0,213.0,1287.46,0.03,28.96,44.45,37289.12,0.43,2071.62,56.0,4.0,4.0,30.0,25.0,41.0,118.0,95.0,25.0,0
77.0,12.0,1.0,7.0,393.0,2532.08,0.02,53.47,47.35,135395.77,0.84,7521.99,71.0,20.0,6.0,21.0,33.0,54.0,218.0,175.0,20.0,0
